Knife_ID,Linie_Angle,Actual_Class,CART_Prediction,C45_Prediction,CART_Correct,C45_Correct
Koch-A14-T14-18_cropped_Messpunkt,7,0,0,0,True,True
Koch-A16B-T16B-01_cropped_Messpunkt,7,1,1,1,True,True
Koch-A16B-T16B-01_cropped_Messpunkt,8,1,1,1,True,True
Koch-A16B-T16B-02_cropped_Messpunkt,0,1,1,1,True,True
Koch-A16B-T16B-02_cropped_Messpunkt,1,1,1,1,True,True
Koch-A16B-T16B-02_cropped_Messpunkt,3,1,1,1,True,True
Koch-A16B-T16B-02_cropped_Messpunkt,4,1,1,1,True,True
Koch-A16B-T16B-02_cropped_Messpunkt,5,1,1,1,True,True
Koch-A16B-T16B-02_cropped_Messpunkt,6,1,1,1,True,True
Koch-A16B-T16B-02_cropped_Messpunkt,7,1,1,1,True,True
Koch-A16B-T16B-02_cropped_Messpunkt,8,1,1,1,True,True
Koch-A16B-T16B-02_cropped_Messpunkt,9,1,1,1,True,True
Koch-A17-T17-03_cropped_Messpunkt,1,0,0,0,True,True
Koch-A17-T17-03_cropped_Messpunkt,3,0,0,0,True,True
Koch-A17-T17-03_cropped_Messpunkt,4,0,0,0,True,True
Koch-A17-T17-03_cropped_Messpunkt,5,0,0,0,True,True
Koch-A17-T17-03_cropped_Messpunkt,6,0,0,0,True,True
Koch-A17-T17-03_cropped_Messpunkt,7,0,0,0,True,True
Koch-A17-T17-03_cropped_Messpunkt,8,0,0,0,True,True
Koch-A17-T17-03_cropped_Messpunkt,9,0,0,0,True,True
Koch-A17-T17-08_cropped_Messpunkt,0,0,0,0,True,True
Koch-A17-T17-08_cropped_Messpunkt,1,0,0,0,True,True
Koch-A17-T17-08_cropped_Messpunkt,2,0,0,0,True,True
Koch-A17-T17-08_cropped_Messpunkt,4,0,0,0,True,True
Koch-A17-T17-08_cropped_Messpunkt,6,0,0,0,True,True
Koch-A17-T17-08_cropped_Messpunkt,7,0,0,0,True,True
Koch-A17-T17-08_cropped_Messpunkt,9,0,0,0,True,True
Koch-A17-T17-12_cropped_Messpunkt,1,1,1,1,True,True
Koch-A17-T17-12_cropped_Messpunkt,2,1,1,1,True,True
Koch-A17-T17-12_cropped_Messpunkt,3,1,1,1,True,True
Koch-A17-T17-12_cropped_Messpunkt,7,1,1,1,True,True
Koch-A17-T17-14_cropped_Messpunkt,2,0,0,0,True,True
Koch-A17-T17-18_cropped_Messpunkt,7,0,0,0,True,True
Koch-A18-T18-03_cropped_Messpunkt,7,1,1,1,True,True
Koch-A18-T18-03_cropped_Messpunkt,8,1,1,1,True,True
Koch-A18-T18-17_cropped_Messpunkt,0,1,1,1,True,True
Koch-A18-T18-17_cropped_Messpunkt,1,1,1,1,True,True
Koch-A18-T18-17_cropped_Messpunkt,3,1,1,1,True,True
Koch-A18-T18-17_cropped_Messpunkt,4,1,1,1,True,True
Koch-A18-T18-17_cropped_Messpunkt,6,1,1,1,True,True
Koch-A18-T18-17_cropped_Messpunkt,7,1,1,1,True,True
Koch-A18-T18-17_cropped_Messpunkt,8,1,1,1,True,True
Koch-A18-T18-17_cropped_Messpunkt,9,1,1,1,True,True
Koch-A19-T19-13_cropped_Messpunkt,1,1,1,1,True,True
Koch-A19-T19-13_cropped_Messpunkt,2,1,1,1,True,True
Koch-A19-T19-13_cropped_Messpunkt,3,1,1,1,True,True
Koch-A19-T19-13_cropped_Messpunkt,5,1,1,1,True,True
Koch-A19-T19-13_cropped_Messpunkt,6,1,1,1,True,True
Koch-A19-T19-13_cropped_Messpunkt,9,1,1,1,True,True
Koch-A19-T19-19_cropped_Messpunkt,0,1,1,1,True,True
Koch-A19-T19-19_cropped_Messpunkt,1,1,1,1,True,True
Koch-A19-T19-19_cropped_Messpunkt,2,1,1,1,True,True
Koch-A19-T19-19_cropped_Messpunkt,4,1,1,1,True,True
Koch-A19-T19-19_cropped_Messpunkt,6,1,1,1,True,True
Koch-A19-T19-19_cropped_Messpunkt,9,1,1,1,True,True
Koch-A20-T20-06_cropped_Messpunkt,6,1,1,1,True,True
Koch-A20-T20-06_cropped_Messpunkt,9,1,1,1,True,True
Koch-A20-T20-09_cropped_Messpunkt,3,1,1,1,True,True
Koch-A20-T20-09_cropped_Messpunkt,4,1,1,1,True,True
Koch-A20-T20-12_cropped_Messpunkt,0,0,0,0,True,True
Koch-A20-T20-12_cropped_Messpunkt,3,0,0,0,True,True
Koch-A20-T20-12_cropped_Messpunkt,5,0,0,0,True,True
Koch-A20-T20-12_cropped_Messpunkt,6,0,0,0,True,True
Koch-A20-T20-12_cropped_Messpunkt,8,0,0,0,True,True
Koch-A21-T21-08_cropped_Messpunkt,3,0,0,0,True,True
Koch-A21-T21-08_cropped_Messpunkt,4,0,0,0,True,True
Koch-A21-T21-08_cropped_Messpunkt,5,0,0,0,True,True
Koch-A21-T21-08_cropped_Messpunkt,6,0,0,0,True,True
Koch-A21-T21-08_cropped_Messpunkt,8,0,0,0,True,True
Koch-A21-T21-08_cropped_Messpunkt,9,0,0,0,True,True
Koch-A21-T21-09_cropped_Messpunkt,1,0,0,0,True,True
Koch-A21-T21-09_cropped_Messpunkt,3,0,0,0,True,True
Koch-A21-T21-10_cropped_Messpunkt,7,1,1,1,True,True
Koch-A21-T21-11_cropped_Messpunkt,0,0,0,0,True,True
Koch-A21-T21-11_cropped_Messpunkt,2,0,0,0,True,True
Koch-A21-T21-11_cropped_Messpunkt,3,0,0,0,True,True
Koch-A21-T21-11_cropped_Messpunkt,4,0,0,0,True,True
Koch-A21-T21-11_cropped_Messpunkt,5,0,0,0,True,True
Koch-A21-T21-11_cropped_Messpunkt,6,0,0,0,True,True
Koch-A21-T21-11_cropped_Messpunkt,7,0,0,0,True,True
Koch-A21-T21-11_cropped_Messpunkt,8,0,0,0,True,True
Koch-A21-T21-11_cropped_Messpunkt,9,0,0,0,True,True
Koch-A21-T21-12_cropped_Messpunkt,0,0,0,0,True,True
Koch-A21-T21-12_cropped_Messpunkt,1,0,0,0,True,True
Koch-A21-T21-12_cropped_Messpunkt,2,0,0,0,True,True
Koch-A21-T21-12_cropped_Messpunkt,3,0,0,0,True,True
Koch-A21-T21-12_cropped_Messpunkt,5,0,0,0,True,True
Koch-A21-T21-12_cropped_Messpunkt,6,0,0,0,True,True
Koch-A21-T21-12_cropped_Messpunkt,9,0,0,0,True,True
Koch-A21-T21-15_cropped_Messpunkt,1,0,0,0,True,True
Koch-A21-T21-15_cropped_Messpunkt,2,0,0,0,True,True
Koch-A21-T21-15_cropped_Messpunkt,4,0,0,0,True,True
Koch-A21-T21-15_cropped_Messpunkt,5,0,0,0,True,True
Koch-A21-T21-15_cropped_Messpunkt,6,0,0,0,True,True
Koch-A21-T21-15_cropped_Messpunkt,9,0,0,0,True,True
Koch-A22-T22-09_cropped_Messpunkt,1,1,1,1,True,True
Koch-A22-T22-10_cropped_Messpunkt,0,0,0,0,True,True
Koch-A22-T22-10_cropped_Messpunkt,1,0,0,0,True,True
Koch-A22-T22-10_cropped_Messpunkt,2,0,0,0,True,True
Koch-A22-T22-16_cropped_Messpunkt,0,1,1,1,True,True
Koch-A22-T22-16_cropped_Messpunkt,1,1,1,1,True,True
Koch-A22-T22-16_cropped_Messpunkt,3,1,1,1,True,True
Koch-A22-T22-16_cropped_Messpunkt,5,1,1,1,True,True
Koch-A22-T22-16_cropped_Messpunkt,7,1,1,1,True,True
Koch-A22-T22-16_cropped_Messpunkt,8,1,1,1,True,True
Koch-A22-T22-16_cropped_Messpunkt,9,1,1,1,True,True
Koch-A23-T23-05_cropped_Messpunkt,1,0,0,0,True,True
Koch-A23-T23-05_cropped_Messpunkt,7,0,0,0,True,True
Koch-A23-T23-05_cropped_Messpunkt,9,0,0,0,True,True
Koch-A23-T23-13_cropped_Messpunkt,2,0,0,0,True,True
Koch-A23-T23-16_cropped_Messpunkt,0,0,0,0,True,True
Koch-A23-T23-16_cropped_Messpunkt,1,0,0,0,True,True
Koch-A23-T23-16_cropped_Messpunkt,2,0,0,0,True,True
Koch-A23-T23-16_cropped_Messpunkt,5,0,0,0,True,True
Koch-A23-T23-16_cropped_Messpunkt,6,0,0,0,True,True
Koch-A24-T24-14_cropped_Messpunkt,0,0,0,0,True,True
Koch-A24-T24-14_cropped_Messpunkt,1,0,0,0,True,True
Koch-A24-T24-14_cropped_Messpunkt,2,0,0,0,True,True
Koch-A24-T24-14_cropped_Messpunkt,3,0,0,0,True,True
Koch-A24-T24-14_cropped_Messpunkt,5,0,0,0,True,True
Koch-A24-T24-14_cropped_Messpunkt,6,0,0,0,True,True
Koch-A24-T24-14_cropped_Messpunkt,7,0,0,0,True,True
Koch-A24-T24-14_cropped_Messpunkt,8,0,0,0,True,True
Koch-A24-T24-14_cropped_Messpunkt,9,0,0,0,True,True
Koch-A25-T25-05_cropped_Messpunkt,2,0,0,0,True,True
Koch-A25-T25-05_cropped_Messpunkt,3,0,0,0,True,True
Koch-A25-T25-05_cropped_Messpunkt,4,0,0,0,True,True
Koch-A25-T25-07_cropped_Messpunkt,0,0,0,0,True,True
Koch-A25-T25-07_cropped_Messpunkt,1,0,0,0,True,True
Koch-A25-T25-07_cropped_Messpunkt,3,0,0,0,True,True
Koch-A25-T25-07_cropped_Messpunkt,6,0,0,0,True,True
Koch-A25-T25-07_cropped_Messpunkt,7,0,0,0,True,True
Koch-A25-T25-07_cropped_Messpunkt,8,0,0,0,True,True
Koch-A25-T25-07_cropped_Messpunkt,9,0,0,0,True,True
Koch-A26-T26-04_cropped_Messpunkt,0,1,1,1,True,True
Koch-A26-T26-04_cropped_Messpunkt,1,1,1,1,True,True
Koch-A26-T26-04_cropped_Messpunkt,2,1,1,1,True,True
Koch-A26-T26-04_cropped_Messpunkt,3,1,1,1,True,True
Koch-A26-T26-04_cropped_Messpunkt,4,1,1,1,True,True
Koch-A26-T26-04_cropped_Messpunkt,5,1,1,1,True,True
Koch-A26-T26-04_cropped_Messpunkt,7,1,1,1,True,True
Koch-A26-T26-04_cropped_Messpunkt,8,1,1,1,True,True
Koch-A26-T26-07_cropped_Messpunkt,0,1,1,1,True,True
Koch-A26-T26-07_cropped_Messpunkt,2,1,1,1,True,True
Koch-A26-T26-11_cropped_Messpunkt,2,1,1,1,True,True
Koch-A26-T26-11_cropped_Messpunkt,3,1,1,1,True,True
Koch-A26-T26-11_cropped_Messpunkt,5,1,1,1,True,True
Koch-A26-T26-11_cropped_Messpunkt,6,1,1,1,True,True
Koch-A26-T26-11_cropped_Messpunkt,7,1,1,1,True,True
Koch-A26-T26-11_cropped_Messpunkt,8,1,1,1,True,True
Koch-A26-T26-14_cropped_Messpunkt,0,0,0,0,True,True
Koch-A26-T26-14_cropped_Messpunkt,2,0,0,0,True,True
Koch-A26-T26-14_cropped_Messpunkt,4,0,0,0,True,True
Koch-A26-T26-14_cropped_Messpunkt,8,0,0,0,True,True
Koch-A26-T26-14_cropped_Messpunkt,9,0,0,0,True,True
Koch-A27-T27-06_cropped_Messpunkt,3,0,0,0,True,True
Koch-A27-T27-06_cropped_Messpunkt,4,0,0,0,True,True
Koch-A27-T27-06_cropped_Messpunkt,7,0,0,0,True,True
Koch-A27-T27-06_cropped_Messpunkt,8,0,0,0,True,True
Koch-A27-T27-06_cropped_Messpunkt,9,0,0,0,True,True
Koch-A27-T27-08_cropped_Messpunkt,4,1,1,1,True,True
Koch-A27-T27-08_cropped_Messpunkt,5,1,1,1,True,True
Koch-A27-T27-12_cropped_Messpunkt,0,1,1,1,True,True
Koch-A27-T27-12_cropped_Messpunkt,1,1,1,1,True,True
Koch-A27-T27-12_cropped_Messpunkt,4,1,1,1,True,True
Koch-A27-T27-12_cropped_Messpunkt,5,1,1,1,True,True
Koch-A27-T27-12_cropped_Messpunkt,6,1,1,1,True,True
Koch-A27-T27-12_cropped_Messpunkt,7,1,1,1,True,True
Koch-A27-T27-12_cropped_Messpunkt,9,1,1,1,True,True
Koch-A27-T27-13_cropped_Messpunkt,1,0,0,0,True,True
Koch-A27-T27-13_cropped_Messpunkt,2,0,0,0,True,True
Koch-A27-T27-13_cropped_Messpunkt,3,0,0,0,True,True
Koch-A27-T27-13_cropped_Messpunkt,4,0,0,0,True,True
Koch-A27-T27-13_cropped_Messpunkt,5,0,0,0,True,True
Koch-A27-T27-13_cropped_Messpunkt,8,0,0,0,True,True
Koch-A27-T27-13_cropped_Messpunkt,9,0,0,0,True,True
Koch-A27-T27-20_cropped_Messpunkt,3,1,1,1,True,True
Koch-A27-T27-20_cropped_Messpunkt,4,1,1,1,True,True
Koch-A27-T27-20_cropped_Messpunkt,5,1,1,1,True,True
Koch-A27-T27-20_cropped_Messpunkt,6,1,1,1,True,True
Koch-A27-T27-20_cropped_Messpunkt,7,1,1,1,True,True
Koch-A27-T27-20_cropped_Messpunkt,8,1,1,1,True,True
Koch-A28-T28-04_cropped_Messpunkt,1,1,1,1,True,True
Koch-A28-T28-04_cropped_Messpunkt,2,1,1,1,True,True
Koch-A28-T28-04_cropped_Messpunkt,3,1,1,1,True,True
Koch-A28-T28-04_cropped_Messpunkt,4,1,1,1,True,True
Koch-A28-T28-04_cropped_Messpunkt,5,1,1,1,True,True
Koch-A28-T28-04_cropped_Messpunkt,6,1,1,1,True,True
Koch-A28-T28-04_cropped_Messpunkt,7,1,1,1,True,True
Koch-A28-T28-04_cropped_Messpunkt,8,1,1,1,True,True
Koch-A28-T28-04_cropped_Messpunkt,9,1,1,1,True,True
Koch-A28-T28-07_cropped_Messpunkt,0,1,1,1,True,True
Koch-A28-T28-07_cropped_Messpunkt,2,1,1,1,True,True
Koch-A28-T28-07_cropped_Messpunkt,8,1,1,1,True,True
Koch-A28-T28-12_cropped_Messpunkt,0,1,1,1,True,True
Koch-A28-T28-12_cropped_Messpunkt,1,1,1,1,True,True
Koch-A28-T28-12_cropped_Messpunkt,5,1,1,1,True,True
Koch-A28-T28-12_cropped_Messpunkt,6,1,1,1,True,True
Koch-A28-T28-12_cropped_Messpunkt,7,1,1,1,True,True
Koch-A28-T28-12_cropped_Messpunkt,8,1,1,1,True,True
Koch-A28-T28-12_cropped_Messpunkt,9,1,1,1,True,True
Koch-A28-T28-14_cropped_Messpunkt,1,1,1,1,True,True
Koch-A28-T28-14_cropped_Messpunkt,3,1,1,1,True,True
Koch-A28-T28-14_cropped_Messpunkt,7,1,1,1,True,True
Koch-A28-T28-14_cropped_Messpunkt,9,1,1,1,True,True
Koch-A28-T28-17_cropped_Messpunkt,0,1,1,1,True,True
Koch-A28-T28-17_cropped_Messpunkt,1,1,1,1,True,True
Koch-A28-T28-17_cropped_Messpunkt,2,1,1,1,True,True
Koch-A28-T28-17_cropped_Messpunkt,3,1,1,1,True,True
Koch-A28-T28-17_cropped_Messpunkt,5,1,1,1,True,True
Koch-A28-T28-17_cropped_Messpunkt,6,1,1,1,True,True
Koch-A28-T28-17_cropped_Messpunkt,7,1,1,1,True,True
Koch-A28-T28-17_cropped_Messpunkt,8,1,1,1,True,True
Koch-A29-T29-01_cropped_Messpunkt,2,1,1,1,True,True
Koch-A29-T29-01_cropped_Messpunkt,3,1,1,1,True,True
Koch-A29-T29-01_cropped_Messpunkt,4,1,1,1,True,True
Koch-A29-T29-01_cropped_Messpunkt,5,1,1,1,True,True
Koch-A29-T29-01_cropped_Messpunkt,6,1,1,1,True,True
Koch-A29-T29-01_cropped_Messpunkt,7,1,1,1,True,True
Koch-A29-T29-01_cropped_Messpunkt,8,1,1,1,True,True
Koch-A29-T29-01_cropped_Messpunkt,9,1,1,1,True,True
Koch-A29-T29-02_cropped_Messpunkt,1,1,1,1,True,True
Koch-A29-T29-02_cropped_Messpunkt,3,1,1,1,True,True
Koch-A29-T29-02_cropped_Messpunkt,4,1,1,1,True,True
Koch-A29-T29-03_cropped_Messpunkt,4,1,1,1,True,True
Koch-A29-T29-03_cropped_Messpunkt,8,1,1,1,True,True
Koch-A29-T29-06_cropped_Messpunkt,0,1,1,1,True,True
Koch-A29-T29-06_cropped_Messpunkt,1,1,1,1,True,True
Koch-A29-T29-06_cropped_Messpunkt,2,1,1,1,True,True
Koch-A29-T29-06_cropped_Messpunkt,3,1,1,1,True,True
Koch-A29-T29-06_cropped_Messpunkt,4,1,1,1,True,True
Koch-A29-T29-06_cropped_Messpunkt,5,1,1,1,True,True
Koch-A29-T29-06_cropped_Messpunkt,6,1,1,1,True,True
Koch-A29-T29-06_cropped_Messpunkt,7,1,1,1,True,True
Koch-A29-T29-06_cropped_Messpunkt,9,1,1,1,True,True
Koch-A29-T29-19_cropped_Messpunkt,1,1,1,1,True,True
Koch-A29-T29-19_cropped_Messpunkt,9,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,0,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,1,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,2,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,3,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,4,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,5,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,6,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,7,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,8,1,1,1,True,True
Koch-A3-T3-04_cropped_Messpunkt,9,1,1,1,True,True
Koch-A3-T3-09_cropped_Messpunkt,0,1,1,1,True,True
Koch-A3-T3-09_cropped_Messpunkt,1,1,1,1,True,True
Koch-A3-T3-09_cropped_Messpunkt,2,1,1,1,True,True
Koch-A3-T3-09_cropped_Messpunkt,5,1,1,1,True,True
Koch-A3-T3-09_cropped_Messpunkt,6,1,1,1,True,True
Koch-A3-T3-09_cropped_Messpunkt,7,1,1,1,True,True
Koch-A3-T3-09_cropped_Messpunkt,8,1,1,1,True,True
Koch-A3-T3-09_cropped_Messpunkt,9,1,1,1,True,True
Koch-A3-T3-14_cropped_Messpunkt,2,1,1,1,True,True
Koch-A3-T3-14_cropped_Messpunkt,3,1,1,1,True,True
Koch-A3-T3-14_cropped_Messpunkt,4,1,1,1,True,True
Koch-A3-T3-14_cropped_Messpunkt,6,1,1,1,True,True
Koch-A3-T3-14_cropped_Messpunkt,7,1,1,1,True,True
Koch-A3-T3-15_cropped_Messpunkt,3,0,0,0,True,True
Koch-A3-T3-15_cropped_Messpunkt,5,0,0,0,True,True
Koch-A3-T3-16_cropped_Messpunkt,0,0,0,0,True,True
Koch-A3-T3-16_cropped_Messpunkt,1,0,0,0,True,True
Koch-A3-T3-16_cropped_Messpunkt,3,0,0,0,True,True
Koch-A3-T3-16_cropped_Messpunkt,5,0,0,0,True,True
Koch-A3-T3-16_cropped_Messpunkt,6,0,0,0,True,True
Koch-A3-T3-16_cropped_Messpunkt,7,0,0,0,True,True
Koch-A3-T3-16_cropped_Messpunkt,8,0,0,0,True,True
Koch-A3-T3-16_cropped_Messpunkt,9,0,0,0,True,True
Koch-A3-T3-19_cropped_Messpunkt,1,1,1,1,True,True
Koch-A3-T3-19_cropped_Messpunkt,2,1,1,1,True,True
Koch-A3-T3-19_cropped_Messpunkt,3,1,1,1,True,True
Koch-A3-T3-19_cropped_Messpunkt,4,1,1,1,True,True
Koch-A3-T3-19_cropped_Messpunkt,5,1,1,1,True,True
Koch-A3-T3-19_cropped_Messpunkt,6,1,1,1,True,True
Koch-A3-T3-19_cropped_Messpunkt,7,1,1,1,True,True
Koch-A30-T30-10_cropped_Messpunkt,0,2,2,2,True,True
Koch-A30-T30-10_cropped_Messpunkt,1,2,2,2,True,True
Koch-A30-T30-10_cropped_Messpunkt,2,2,2,2,True,True
Koch-A30-T30-10_cropped_Messpunkt,3,2,2,2,True,True
Koch-A30-T30-10_cropped_Messpunkt,4,2,2,2,True,True
Koch-A30-T30-10_cropped_Messpunkt,5,2,2,2,True,True
Koch-A30-T30-10_cropped_Messpunkt,6,2,2,2,True,True
Koch-A30-T30-10_cropped_Messpunkt,7,2,2,2,True,True
